수집시각,순위,영화명,개봉일,예매율,예매관객수,누적관객수
2026-08-31 05:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 05:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,980,"5,825,025"
2026-08-31 05:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,874,"11,718"
2026-08-31 05:21:08,23,호프,2026-07-15,0.2%,814,"4,535,079"
2026-08-31 05:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,801,"300,738"
2026-08-31 05:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,782,"93,338"
2026-08-31 06:21:08,1,오디세이,2026-08-05,65.4%,"297,816","8,864,944"
2026-08-31 06:21:08,2,암살자(들),2026-09-23,7.3%,"33,093",0
2026-08-31 06:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.8%,"21,878","8,548,404"
2026-08-31 06:21:08,4,비광,2026-09-02,4.3%,"19,677","1,795"
2026-08-31 06:21:08,5,인턴,2026-09-16,3.0%,"13,490",0
2026-08-31 06:21:08,6,경주기행,2026-08-26,2.4%,"10,862","192,384"
2026-08-31 06:21:08,7,싱 어게인,2026-09-02,1.7%,"7,665","1,389"
2026-08-31 06:21:08,8,옵세션,2026-09-02,1.2%,"5,535",782
2026-08-31 06:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,432","107,438"
2026-08-31 06:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,704",156
2026-08-31 06:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,420","403,092"
2026-08-31 06:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,183","179,284"
2026-08-31 06:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 06:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,791","148,331"
2026-08-31 06:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,395","5,320"
2026-08-31 06:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,365","1,094,512"
2026-08-31 06:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,235","334,907"
2026-08-31 06:21:08,18,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.2%,"1,084","9,961,358"
2026-08-31 06:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,039","14,259"
2026-08-31 06:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 06:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,980,"5,825,025"
2026-08-31 06:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,870,"11,718"
2026-08-31 06:21:08,23,호프,2026-07-15,0.2%,812,"4,535,079"
2026-08-31 06:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,806,"300,738"
2026-08-31 06:21:08,25,드라큘라: 러브 테일,2026-08-26,0.2%,776,"11,677"
2026-08-31 07:21:08,1,오디세이,2026-08-05,65.2%,"294,122","8,864,944"
2026-08-31 07:21:08,2,암살자(들),2026-09-23,7.3%,"33,110",0
2026-08-31 07:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.8%,"21,772","8,548,404"
2026-08-31 07:21:08,4,비광,2026-09-02,4.4%,"19,693","1,795"
2026-08-31 07:21:08,5,인턴,2026-09-16,3.0%,"13,511",0
2026-08-31 07:21:08,6,경주기행,2026-08-26,2.4%,"10,824","192,384"
2026-08-31 07:21:08,7,싱 어게인,2026-09-02,1.7%,"7,680","1,389"
2026-08-31 07:21:08,8,옵세션,2026-09-02,1.2%,"5,561",782
2026-08-31 07:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,402","107,438"
2026-08-31 07:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,712",156
2026-08-31 07:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,383","403,092"
2026-08-31 07:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,189","179,284"
2026-08-31 07:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 07:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,791","148,331"
2026-08-31 07:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,392","5,320"
2026-08-31 07:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,349","1,094,512"
2026-08-31 07:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,215","334,907"
2026-08-31 07:21:08,18,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,028","14,259"
2026-08-31 07:21:08,19,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 07:21:08,20,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,977,"5,825,025"
2026-08-31 07:21:08,21,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.2%,902,"9,961,358"
2026-08-31 07:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,858,"11,718"
2026-08-31 07:21:08,23,호프,2026-07-15,0.2%,813,"4,535,079"
2026-08-31 07:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,812,"300,738"
2026-08-31 07:21:08,25,드라큘라: 러브 테일,2026-08-26,0.2%,780,"11,677"
2026-08-31 08:21:08,1,오디세이,2026-08-05,65.0%,"286,414","8,864,951"
2026-08-31 08:21:08,2,암살자(들),2026-09-23,7.5%,"33,163",0
2026-08-31 08:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.6%,"20,413","8,548,405"
2026-08-31 08:21:08,4,비광,2026-09-02,4.5%,"19,707","1,795"
2026-08-31 08:21:08,5,인턴,2026-09-16,3.1%,"13,525",0
2026-08-31 08:21:08,6,경주기행,2026-08-26,2.4%,"10,444","192,384"
2026-08-31 08:21:08,7,싱 어게인,2026-09-02,1.7%,"7,696","1,389"
2026-08-31 08:21:08,8,옵세션,2026-09-02,1.3%,"5,607",782
2026-08-31 08:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,259","107,438"
2026-08-31 08:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,720",156
2026-08-31 08:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,269","403,090"
2026-08-31 08:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,193","179,284"
2026-08-31 08:21:08,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 08:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,824","148,333"
2026-08-31 08:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,375","5,320"
2026-08-31 08:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,273","1,094,512"
2026-08-31 08:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,219","334,907"
2026-08-31 08:21:08,18,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,016","14,259"
2026-08-31 08:21:08,19,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 08:21:08,20,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,965,"5,825,025"
2026-08-31 08:21:08,21,도그 스타: 마지막 희망,2026-08-26,0.2%,827,"11,718"
2026-08-31 08:21:08,22,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,813,"300,738"
2026-08-31 08:21:08,23,호프,2026-07-15,0.2%,784,"4,535,081"
2026-08-31 08:21:08,24,드라큘라: 러브 테일,2026-08-26,0.2%,748,"11,677"
2026-08-31 08:21:08,25,더 드라마,2026-09-09,0.2%,739,918
2026-08-31 09:21:09,1,오디세이,2026-08-05,64.9%,"281,497","8,864,951"
2026-08-31 09:21:09,2,암살자(들),2026-09-23,7.7%,"33,243",0
2026-08-31 09:21:09,3,비광,2026-09-02,4.5%,"19,726","1,795"
2026-08-31 09:21:09,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.5%,"19,655","8,548,405"
2026-08-31 09:21:09,5,인턴,2026-09-16,3.1%,"13,555",0
2026-08-31 09:21:09,6,경주기행,2026-08-26,2.3%,"10,099","192,384"
2026-08-31 09:21:09,7,싱 어게인,2026-09-02,1.8%,"7,720","1,389"
2026-08-31 09:21:09,8,옵세션,2026-09-02,1.3%,"5,676",782
2026-08-31 09:21:09,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"4,070","107,438"
2026-08-31 09:21:09,10,인 더 그레이,2026-09-02,0.9%,"3,732",156
2026-08-31 09:21:09,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,206","179,284"
2026-08-31 09:21:09,12,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,151","403,090"
2026-08-31 09:21:09,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 09:21:09,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,839","148,333"
2026-08-31 09:21:09,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,381","5,320"
2026-08-31 09:21:09,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,244","1,094,512"
2026-08-31 09:21:09,17,오케이 마담2,2026-08-12,0.2%,"1,075","334,907"
2026-08-31 09:21:09,18,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,024","14,259"
2026-08-31 09:21:09,19,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 09:21:09,20,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,959,"5,825,025"
2026-08-31 09:21:09,21,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,826,"300,738"
2026-08-31 09:21:09,22,호프,2026-07-15,0.2%,765,"4,535,081"
2026-08-31 09:21:09,23,도그 스타: 마지막 희망,2026-08-26,0.2%,764,"11,718"
2026-08-31 09:21:09,24,더 드라마,2026-09-09,0.2%,739,918
2026-08-31 09:21:09,25,드라큘라: 러브 테일,2026-08-26,0.2%,725,"11,677"
2026-08-31 10:21:08,1,오디세이,2026-08-05,64.7%,"282,023","8,864,959"
2026-08-31 10:21:08,2,암살자(들),2026-09-23,7.7%,"33,371",0
2026-08-31 10:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.6%,"19,881","8,548,401"
2026-08-31 10:21:08,4,비광,2026-09-02,4.5%,"19,775","1,795"
2026-08-31 10:21:08,5,인턴,2026-09-16,3.1%,"13,585",0
2026-08-31 10:21:08,6,경주기행,2026-08-26,2.6%,"11,260","192,384"
2026-08-31 10:21:08,7,싱 어게인,2026-09-02,1.8%,"7,749","1,389"
2026-08-31 10:21:08,8,옵세션,2026-09-02,1.3%,"5,788",782
2026-08-31 10:21:08,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"3,941","107,438"
2026-08-31 10:21:08,10,인 더 그레이,2026-09-02,0.9%,"3,745",156
2026-08-31 10:21:08,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,229","179,284"
2026-08-31 10:21:08,12,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,101","403,090"
2026-08-31 10:21:08,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 10:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,889","148,333"
2026-08-31 10:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,369","5,320"
2026-08-31 10:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,237","1,094,512"
2026-08-31 10:21:08,17,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,018","14,259"
2026-08-31 10:21:08,18,오케이 마담2,2026-08-12,0.2%,"1,013","334,907"
2026-08-31 10:21:08,19,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 10:21:08,20,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,913,"5,825,025"
2026-08-31 10:21:08,21,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,837,"300,738"
2026-08-31 10:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,743,"11,718"
2026-08-31 10:21:08,23,더 드라마,2026-09-09,0.2%,739,918
2026-08-31 10:21:08,24,호프,2026-07-15,0.2%,737,"4,535,081"
2026-08-31 10:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,734,"93,337"
2026-08-31 11:21:08,1,오디세이,2026-08-05,64.4%,"278,537","8,864,957"
2026-08-31 11:21:08,2,암살자(들),2026-09-23,7.7%,"33,500",0
2026-08-31 11:21:08,3,비광,2026-09-02,4.6%,"19,836","1,795"
2026-08-31 11:21:08,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.6%,"19,732","8,548,401"
2026-08-31 11:21:08,5,인턴,2026-09-16,3.1%,"13,616",0
2026-08-31 11:21:08,6,경주기행,2026-08-26,2.6%,"11,262","192,384"
2026-08-31 11:21:08,7,싱 어게인,2026-09-02,1.8%,"7,793","1,389"
2026-08-31 11:21:08,8,옵세션,2026-09-02,1.4%,"5,961",782
2026-08-31 11:21:08,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"3,786","107,438"
2026-08-31 11:21:08,10,인 더 그레이,2026-09-02,0.9%,"3,744",156
2026-08-31 11:21:08,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,249","179,284"
2026-08-31 11:21:08,12,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,023","403,090"
2026-08-31 11:21:08,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 11:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,909","148,333"
2026-08-31 11:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,327","5,320"
2026-08-31 11:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,180","1,094,512"
2026-08-31 11:21:08,17,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 11:21:08,18,위커 맨: 파이널 컷,2026-08-19,0.2%,995,"14,259"
2026-08-31 11:21:08,19,더 드라마,2026-09-09,0.2%,949,918
2026-08-31 11:21:08,20,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,899,"300,738"
2026-08-31 11:21:08,21,오케이 마담2,2026-08-12,0.2%,865,"334,907"
2026-08-31 11:21:08,22,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,835,"5,825,025"
2026-08-31 11:21:08,23,도그 스타: 마지막 희망,2026-08-26,0.2%,762,"11,718"
2026-08-31 11:21:08,24,어떻게 해야 했을까?,2026-07-29,0.2%,732,"93,337"
2026-08-31 11:21:08,25,철들 무렵,2026-09-16,0.2%,720,264
2026-08-31 12:21:08,1,오디세이,2026-08-05,63.8%,"276,219","8,864,956"
2026-08-31 12:21:08,2,암살자(들),2026-09-23,7.7%,"33,574",0
2026-08-31 12:21:08,3,비광,2026-09-02,4.6%,"19,914","1,795"
2026-08-31 12:21:08,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.5%,"19,374","8,548,401"
2026-08-31 12:21:08,5,인턴,2026-09-16,3.2%,"13,662",0
2026-08-31 12:21:08,6,경주기행,2026-08-26,2.6%,"11,383","192,384"
2026-08-31 12:21:08,7,싱 어게인,2026-09-02,1.8%,"7,846","1,389"
2026-08-31 12:21:08,8,옵세션,2026-09-02,1.4%,"6,130",782
2026-08-31 12:21:08,9,인 더 그레이,2026-09-02,0.9%,"3,754",156
2026-08-31 12:21:08,10,오크 스트리트의 마지막 날,2026-08-26,0.8%,"3,632","107,438"
2026-08-31 12:21:08,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,276","179,284"
2026-08-31 12:21:08,12,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 12:21:08,13,인시디어스: 그들이 넘어왔다,2026-08-20,0.5%,"2,005","148,333"
2026-08-31 12:21:08,14,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"1,965","403,090"
2026-08-31 12:21:08,15,사진의 얼굴,2026-09-02,0.4%,"1,816",575
2026-08-31 12:21:08,16,캐리어를 끄는 소녀,2026-09-02,0.3%,"1,413","1,532"
2026-08-31 12:21:08,17,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,393","5,320"
2026-08-31 12:21:08,18,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,214","1,094,512"
2026-08-31 12:21:08,19,더 드라마,2026-09-09,0.2%,"1,014",918
2026-08-31 12:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 12:21:08,21,위커 맨: 파이널 컷,2026-08-19,0.2%,943,"14,259"
2026-08-31 12:21:08,22,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,924,"300,738"
2026-08-31 12:21:08,23,철들 무렵,2026-09-16,0.2%,863,264
2026-08-31 12:21:08,24,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,810,"5,825,025"
2026-08-31 12:21:08,25,도그 스타: 마지막 희망,2026-08-26,0.2%,736,"11,718"
2026-08-31 13:27:21,1,오디세이,2026-08-05,63.3%,"273,278","8,864,950"
2026-08-31 13:27:21,2,암살자(들),2026-09-23,7.9%,"33,905",0
2026-08-31 13:27:21,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.7%,"20,311","8,548,400"
2026-08-31 13:27:21,4,비광,2026-09-02,4.6%,"20,004","1,795"
2026-08-31 13:27:21,5,인턴,2026-09-16,3.2%,"13,728",0
2026-08-31 13:27:21,6,경주기행,2026-08-26,2.6%,"11,297","192,384"
2026-08-31 13:27:21,7,싱 어게인,2026-09-02,1.8%,"7,905","1,389"
2026-08-31 13:27:21,8,옵세션,2026-09-02,1.5%,"6,376",782
2026-08-31 13:27:21,9,인 더 그레이,2026-09-02,0.9%,"3,794",156
2026-08-31 13:27:21,10,오크 스트리트의 마지막 날,2026-08-26,0.8%,"3,469","107,438"
2026-08-31 13:27:21,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,333","179,284"
2026-08-31 13:27:21,12,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 13:27:21,13,인시디어스: 그들이 넘어왔다,2026-08-20,0.5%,"1,980","148,333"
2026-08-31 13:27:21,14,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.4%,"1,919","403,090"
2026-08-31 13:27:21,15,사진의 얼굴,2026-09-02,0.4%,"1,821",575
2026-08-31 13:27:21,16,캐리어를 끄는 소녀,2026-09-02,0.3%,"1,487","1,532"
2026-08-31 13:27:21,17,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,428","5,320"
2026-08-31 13:27:21,18,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,214","1,094,512"
2026-08-31 13:27:21,19,더 드라마,2026-09-09,0.2%,"1,027",918
2026-08-31 13:27:21,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 13:27:21,21,위커 맨: 파이널 컷,2026-08-19,0.2%,977,"14,259"
2026-08-31 13:27:21,22,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,931,"300,738"
2026-08-31 13:27:21,23,철들 무렵,2026-09-16,0.2%,863,264
2026-08-31 13:27:21,24,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,792,"5,825,025"
2026-08-31 13:27:21,25,어떻게 해야 했을까?,2026-07-29,0.2%,704,"93,337"
2026-08-31 14:27:17,1,오디세이,2026-08-05,62.7%,"270,383","8,864,948"
2026-08-31 14:27:17,2,암살자(들),2026-09-23,7.9%,"34,301",0
2026-08-31 14:27:17,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.7%,"20,299","8,548,400"
2026-08-31 14:27:17,4,비광,2026-09-02,4.7%,"20,081","1,795"
2026-08-31 14:27:17,5,인턴,2026-09-16,3.2%,"13,788",0
2026-08-31 14:27:17,6,경주기행,2026-08-26,2.6%,"11,301","192,384"
2026-08-31 14:27:17,7,싱 어게인,2026-09-02,1.8%,"7,956","1,389"
2026-08-31 14:27:17,8,옵세션,2026-09-02,1.5%,"6,578",782
2026-08-31 14:27:17,9,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,1.0%,"4,494","179,284"
2026-08-31 14:27:17,10,인 더 그레이,2026-09-02,0.9%,"3,808",156
2026-08-31 14:27:17,11,오크 스트리트의 마지막 날,2026-08-26,0.8%,"3,416","107,438"
2026-08-31 14:27:17,12,인시디어스: 그들이 넘어왔다,2026-08-20,0.5%,"2,018","148,333"
2026-08-31 14:27:17,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 14:27:17,14,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.4%,"1,925","403,090"
2026-08-31 14:27:17,15,사진의 얼굴,2026-09-02,0.4%,"1,826",575
2026-08-31 14:27:17,16,캐리어를 끄는 소녀,2026-09-02,0.4%,"1,563","1,532"
2026-08-31 14:27:17,17,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,435","5,320"
2026-08-31 14:27:17,18,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,183","1,094,512"
2026-08-31 14:27:17,19,더 드라마,2026-09-09,0.3%,"1,139",918
2026-08-31 14:27:17,20,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,130","14,259"
2026-08-31 14:27:17,21,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 14:27:17,22,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,971,"300,738"
2026-08-31 14:27:17,23,철들 무렵,2026-09-16,0.2%,869,264
2026-08-31 14:27:17,24,어떻게 해야 했을까?,2026-07-29,0.2%,731,"93,337"
2026-08-31 14:27:17,25,도그 스타: 마지막 희망,2026-08-26,0.2%,688,"11,718"
2026-08-31 15:27:19,1,오디세이,2026-08-05,62.3%,"271,487","8,864,943"
2026-08-31 15:27:19,2,암살자(들),2026-09-23,7.9%,"34,496",0
2026-08-31 15:27:19,3,비광,2026-09-02,5.1%,"22,153","1,795"
2026-08-31 15:27:19,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.6%,"20,237","8,548,398"
2026-08-31 15:27:19,5,인턴,2026-09-16,3.2%,"13,849",0
2026-08-31 15:27:19,6,경주기행,2026-08-26,2.6%,"11,284","192,384"
2026-08-31 15:27:19,7,싱 어게인,2026-09-02,1.8%,"8,025","1,389"
2026-08-31 15:27:19,8,옵세션,2026-09-02,1.6%,"6,963",782
2026-08-31 15:27:19,9,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,1.0%,"4,495","179,284"
2026-08-31 15:27:19,10,인 더 그레이,2026-09-02,0.9%,"3,828",156
2026-08-31 15:27:19,11,오크 스트리트의 마지막 날,2026-08-26,0.8%,"3,411","107,438"
2026-08-31 15:27:19,12,인시디어스: 그들이 넘어왔다,2026-08-20,0.5%,"2,034","148,333"
2026-08-31 15:27:19,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 15:27:19,14,사진의 얼굴,2026-09-02,0.4%,"1,835",575
2026-08-31 15:27:19,15,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.4%,"1,830","403,090"
2026-08-31 15:27:19,16,캐리어를 끄는 소녀,2026-09-02,0.4%,"1,602","1,532"
2026-08-31 15:27:19,17,더 드라마,2026-09-09,0.3%,"1,459",918
2026-08-31 15:27:19,18,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,457","5,320"
2026-08-31 15:27:19,19,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,272","1,094,512"
2026-08-31 15:27:19,20,위커 맨: 파이널 컷,2026-08-19,0.3%,"1,261","14,259"
2026-08-31 15:27:19,21,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,"1,008","300,738"
2026-08-31 15:27:19,22,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 15:27:19,23,철들 무렵,2026-09-16,0.2%,877,264
2026-08-31 15:27:19,24,어떻게 해야 했을까?,2026-07-29,0.2%,761,"93,337"
2026-08-31 15:27:19,25,드라큘라: 러브 테일,2026-08-26,0.2%,712,"11,677"
2026-08-31 16:27:19,1,오디세이,2026-08-05,61.6%,"270,889","8,864,941"
2026-08-31 16:27:19,2,암살자(들),2026-09-23,7.8%,"34,412",0
2026-08-31 16:27:19,3,비광,2026-09-02,5.1%,"22,215","1,795"
2026-08-31 16:27:19,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.7%,"20,532","8,548,398"
2026-08-31 16:27:19,5,인턴,2026-09-16,3.2%,"13,919",0
2026-08-31 16:27:19,6,경주기행,2026-08-26,2.6%,"11,283","192,384"
2026-08-31 16:27:19,7,싱 어게인,2026-09-02,1.8%,"8,090","1,389"
2026-08-31 16:27:19,8,옵세션,2026-09-02,1.6%,"7,244",782
2026-08-31 16:27:19,9,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,1.1%,"4,671","300,738"
2026-08-31 16:27:19,10,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,1.0%,"4,515","179,284"
2026-08-31 16:27:19,11,인 더 그레이,2026-09-02,0.9%,"3,834",156
2026-08-31 16:27:19,12,오크 스트리트의 마지막 날,2026-08-26,0.8%,"3,348","107,438"
2026-08-31 16:27:19,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-31 16:27:19,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,877","148,333"
