수집시각,순위,영화명,개봉일,예매율,예매관객수,누적관객수
2026-08-30 18:21:08,17,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,151","1,092,813"
2026-08-30 18:21:08,18,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-30 18:21:08,19,오케이 마담2,2026-08-12,0.2%,915,"329,869"
2026-08-30 18:21:08,20,위커 맨: 파이널 컷,2026-08-19,0.2%,912,"13,365"
2026-08-30 18:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,885,"5,822,719"
2026-08-30 18:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,846,"9,618"
2026-08-30 18:21:08,23,드라큘라: 러브 테일,2026-08-26,0.2%,746,"10,268"
2026-08-30 18:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,698,"300,664"
2026-08-30 18:21:08,25,호프,2026-07-15,0.2%,692,"4,532,929"
2026-08-30 19:21:11,1,오디세이,2026-08-05,66.0%,"281,572","8,471,038"
2026-08-30 19:21:11,2,암살자(들),2026-09-23,7.5%,"32,060",0
2026-08-30 19:21:11,3,비광,2026-09-02,4.6%,"19,447","1,795"
2026-08-30 19:21:11,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.3%,"18,166","8,454,119"
2026-08-30 19:21:11,5,인턴,2026-09-16,3.1%,"13,126",0
2026-08-30 19:21:11,6,경주기행,2026-08-26,2.2%,"9,450","147,900"
2026-08-30 19:21:11,7,싱 어게인,2026-09-02,1.7%,"7,297","1,389"
2026-08-30 19:21:11,8,옵세션,2026-09-02,1.0%,"4,327",782
2026-08-30 19:21:11,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"4,004","86,576"
2026-08-30 19:21:11,10,인 더 그레이,2026-09-02,0.9%,"3,656",156
2026-08-30 19:21:11,11,인시디어스: 그들이 넘어왔다,2026-08-20,0.5%,"2,325","141,172"
2026-08-30 19:21:11,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,011","178,990"
2026-08-30 19:21:11,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-30 19:21:11,14,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.4%,"1,661","395,471"
2026-08-30 19:21:11,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,301","4,251"
2026-08-30 19:21:11,16,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,234","9,961,306"
2026-08-30 19:21:11,17,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,166","1,092,813"
2026-08-30 19:21:11,18,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-30 19:21:11,19,위커 맨: 파이널 컷,2026-08-19,0.2%,919,"13,365"
2026-08-30 19:21:11,20,오케이 마담2,2026-08-12,0.2%,904,"329,869"
2026-08-30 19:21:11,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,829,"5,822,719"
2026-08-30 19:21:11,22,도그 스타: 마지막 희망,2026-08-26,0.2%,813,"9,618"
2026-08-30 19:21:11,23,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,700,"300,664"
2026-08-30 19:21:11,24,호프,2026-07-15,0.2%,689,"4,532,929"
2026-08-30 19:21:11,25,고스트밴드,2026-08-26,0.2%,681,"10,180"
2026-08-30 20:21:08,1,오디세이,2026-08-05,66.0%,"281,441","8,471,038"
2026-08-30 20:21:08,2,암살자(들),2026-09-23,7.5%,"32,165",0
2026-08-30 20:21:08,3,비광,2026-09-02,4.6%,"19,511","1,795"
2026-08-30 20:21:08,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.2%,"18,086","8,454,119"
2026-08-30 20:21:08,5,인턴,2026-09-16,3.1%,"13,164",0
2026-08-30 20:21:08,6,경주기행,2026-08-26,2.2%,"9,256","147,900"
2026-08-30 20:21:08,7,싱 어게인,2026-09-02,1.7%,"7,346","1,389"
2026-08-30 20:21:08,8,옵세션,2026-09-02,1.1%,"4,486",782
2026-08-30 20:21:08,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"3,916","86,576"
2026-08-30 20:21:08,10,인 더 그레이,2026-09-02,0.9%,"3,664",156
2026-08-30 20:21:08,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,019","178,990"
2026-08-30 20:21:08,12,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-30 20:21:08,13,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,896","141,172"
2026-08-30 20:21:08,14,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.4%,"1,707","395,471"
2026-08-30 20:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,302","4,251"
2026-08-30 20:21:08,16,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,234","9,961,306"
2026-08-30 20:21:08,17,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,187","1,092,813"
2026-08-30 20:21:08,18,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-30 20:21:08,19,오케이 마담2,2026-08-12,0.2%,907,"329,869"
2026-08-30 20:21:08,20,위커 맨: 파이널 컷,2026-08-19,0.2%,891,"13,365"
2026-08-30 20:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,855,"5,822,719"
2026-08-30 20:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,787,"9,618"
2026-08-30 20:21:08,23,더 드라마,2026-09-09,0.2%,734,918
2026-08-30 20:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,706,"300,664"
2026-08-30 20:21:08,25,호프,2026-07-15,0.2%,695,"4,532,929"
2026-08-30 21:21:08,1,오디세이,2026-08-05,65.9%,"283,511","8,471,038"
2026-08-30 21:21:08,2,암살자(들),2026-09-23,7.5%,"32,289",0
2026-08-30 21:21:08,3,비광,2026-09-02,4.5%,"19,539","1,795"
2026-08-30 21:21:08,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.3%,"18,346","8,454,119"
2026-08-30 21:21:08,5,인턴,2026-09-16,3.1%,"13,216",0
2026-08-30 21:21:08,6,경주기행,2026-08-26,2.2%,"9,458","147,900"
2026-08-30 21:21:08,7,싱 어게인,2026-09-02,1.7%,"7,391","1,389"
2026-08-30 21:21:08,8,옵세션,2026-09-02,1.1%,"4,711",782
2026-08-30 21:21:08,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"3,939","86,576"
2026-08-30 21:21:08,10,인 더 그레이,2026-09-02,0.9%,"3,669",156
2026-08-30 21:21:08,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,024","178,990"
2026-08-30 21:21:08,12,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-30 21:21:08,13,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.4%,"1,823","395,471"
2026-08-30 21:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,571","141,172"
2026-08-30 21:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,314","4,251"
2026-08-30 21:21:08,16,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,230","9,961,306"
2026-08-30 21:21:08,17,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,217","1,092,813"
2026-08-30 21:21:08,18,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-30 21:21:08,19,오케이 마담2,2026-08-12,0.2%,948,"329,869"
2026-08-30 21:21:08,20,위커 맨: 파이널 컷,2026-08-19,0.2%,910,"13,365"
2026-08-30 21:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,874,"5,822,719"
2026-08-30 21:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,798,"9,618"
2026-08-30 21:21:08,23,더 드라마,2026-09-09,0.2%,735,918
2026-08-30 21:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,724,"300,664"
2026-08-30 21:21:08,25,고스트밴드,2026-08-26,0.2%,687,"10,180"
2026-08-30 22:21:08,1,오디세이,2026-08-05,66.0%,"287,903","8,471,038"
2026-08-30 22:21:08,2,암살자(들),2026-09-23,7.4%,"32,463",0
2026-08-30 22:21:08,3,비광,2026-09-02,4.5%,"19,574","1,795"
2026-08-30 22:21:08,4,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.4%,"19,105","8,454,119"
2026-08-30 22:21:08,5,인턴,2026-09-16,3.0%,"13,241",0
2026-08-30 22:21:08,6,경주기행,2026-08-26,2.2%,"9,785","147,900"
2026-08-30 22:21:08,7,싱 어게인,2026-09-02,1.7%,"7,439","1,389"
2026-08-30 22:21:08,8,옵세션,2026-09-02,1.1%,"4,890",782
2026-08-30 22:21:08,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"4,084","86,576"
2026-08-30 22:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,681",156
2026-08-30 22:21:08,11,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,045","178,990"
2026-08-30 22:21:08,12,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-30 22:21:08,13,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"1,987","395,471"
2026-08-30 22:21:08,14,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,334","4,251"
2026-08-30 22:21:08,15,인시디어스: 그들이 넘어왔다,2026-08-20,0.3%,"1,285","141,172"
2026-08-30 22:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,244","1,092,813"
2026-08-30 22:21:08,17,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,219","9,961,306"
2026-08-30 22:21:08,18,오케이 마담2,2026-08-12,0.2%,"1,018","329,869"
2026-08-30 22:21:08,19,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-30 22:21:08,20,위커 맨: 파이널 컷,2026-08-19,0.2%,940,"13,365"
2026-08-30 22:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,896,"5,822,719"
2026-08-30 22:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,810,"9,618"
2026-08-30 22:21:08,23,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,740,"300,664"
2026-08-30 22:21:08,24,더 드라마,2026-09-09,0.2%,735,918
2026-08-30 22:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,700,"91,654"
2026-08-30 23:21:08,1,오디세이,2026-08-05,65.8%,"290,960","8,471,038"
2026-08-30 23:21:08,2,암살자(들),2026-09-23,7.4%,"32,635",0
2026-08-30 23:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.5%,"20,095","8,454,119"
2026-08-30 23:21:08,4,비광,2026-09-02,4.4%,"19,590","1,795"
2026-08-30 23:21:08,5,인턴,2026-09-16,3.0%,"13,324",0
2026-08-30 23:21:08,6,경주기행,2026-08-26,2.3%,"10,142","147,900"
2026-08-30 23:21:08,7,싱 어게인,2026-09-02,1.7%,"7,519","1,389"
2026-08-30 23:21:08,8,옵세션,2026-09-02,1.1%,"5,038",782
2026-08-30 23:21:08,9,오크 스트리트의 마지막 날,2026-08-26,0.9%,"4,183","86,576"
2026-08-30 23:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,687",156
2026-08-30 23:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,118","395,471"
2026-08-30 23:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,065","178,990"
2026-08-30 23:21:08,13,포가튼 아일랜드,2026-09-23,0.5%,"2,006",0
2026-08-30 23:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.3%,"1,366","141,172"
2026-08-30 23:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,347","4,251"
2026-08-30 23:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,265","1,092,813"
2026-08-30 23:21:08,17,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,213","9,961,306"
2026-08-30 23:21:08,18,오케이 마담2,2026-08-12,0.3%,"1,110","329,869"
2026-08-30 23:21:08,19,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-30 23:21:08,20,위커 맨: 파이널 컷,2026-08-19,0.2%,964,"13,365"
2026-08-30 23:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,933,"5,822,719"
2026-08-30 23:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,837,"9,618"
2026-08-30 23:21:08,23,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,750,"300,664"
2026-08-30 23:21:08,24,더 드라마,2026-09-09,0.2%,736,918
2026-08-30 23:21:08,25,호프,2026-07-15,0.2%,733,"4,532,929"
2026-08-31 00:21:08,1,오디세이,2026-08-05,65.8%,"294,960","8,864,930"
2026-08-31 00:21:08,2,암살자(들),2026-09-23,7.3%,"32,782",0
2026-08-31 00:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.6%,"20,826","8,548,393"
2026-08-31 00:21:08,4,비광,2026-09-02,4.4%,"19,616","1,795"
2026-08-31 00:21:08,5,인턴,2026-09-16,3.0%,"13,371",0
2026-08-31 00:21:08,6,경주기행,2026-08-26,2.3%,"10,401","192,351"
2026-08-31 00:21:08,7,싱 어게인,2026-09-02,1.7%,"7,571","1,389"
2026-08-31 00:21:08,8,옵세션,2026-09-02,1.2%,"5,191",782
2026-08-31 00:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,317","107,421"
2026-08-31 00:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,691",156
2026-08-31 00:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,251","403,092"
2026-08-31 00:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,094","179,284"
2026-08-31 00:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 00:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.3%,"1,562","148,317"
2026-08-31 00:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,364","5,320"
2026-08-31 00:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,294","1,094,512"
2026-08-31 00:21:08,17,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,208","9,961,358"
2026-08-31 00:21:08,18,오케이 마담2,2026-08-12,0.3%,"1,189","334,897"
2026-08-31 00:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,004","14,255"
2026-08-31 00:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 00:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,955,"5,825,025"
2026-08-31 00:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,845,"11,718"
2026-08-31 00:21:08,23,호프,2026-07-15,0.2%,769,"4,535,079"
2026-08-31 00:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,767,"300,738"
2026-08-31 00:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,744,"93,338"
2026-08-31 01:21:08,1,오디세이,2026-08-05,65.7%,"297,163","8,864,922"
2026-08-31 01:21:08,2,암살자(들),2026-09-23,7.3%,"32,896",0
2026-08-31 01:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.7%,"21,422","8,548,401"
2026-08-31 01:21:08,4,비광,2026-09-02,4.3%,"19,639","1,795"
2026-08-31 01:21:08,5,인턴,2026-09-16,3.0%,"13,414",0
2026-08-31 01:21:08,6,경주기행,2026-08-26,2.3%,"10,595","192,362"
2026-08-31 01:21:08,7,싱 어게인,2026-09-02,1.7%,"7,612","1,389"
2026-08-31 01:21:08,8,옵세션,2026-09-02,1.2%,"5,341",782
2026-08-31 01:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,373","107,424"
2026-08-31 01:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,698",156
2026-08-31 01:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,350","403,092"
2026-08-31 01:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,115","179,284"
2026-08-31 01:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 01:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,705","148,329"
2026-08-31 01:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,378","5,320"
2026-08-31 01:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,319","1,094,512"
2026-08-31 01:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,202","334,897"
2026-08-31 01:21:08,18,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,170","9,961,358"
2026-08-31 01:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,021","14,259"
2026-08-31 01:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 01:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,965,"5,825,025"
2026-08-31 01:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,861,"11,718"
2026-08-31 01:21:08,23,호프,2026-07-15,0.2%,787,"4,535,079"
2026-08-31 01:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,776,"300,738"
2026-08-31 01:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,768,"93,338"
2026-08-31 02:21:08,1,오디세이,2026-08-05,65.6%,"298,271","8,864,930"
2026-08-31 02:21:08,2,암살자(들),2026-09-23,7.2%,"32,953",0
2026-08-31 02:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.8%,"21,660","8,548,401"
2026-08-31 02:21:08,4,비광,2026-09-02,4.3%,"19,648","1,795"
2026-08-31 02:21:08,5,인턴,2026-09-16,3.0%,"13,447",0
2026-08-31 02:21:08,6,경주기행,2026-08-26,2.4%,"10,716","192,362"
2026-08-31 02:21:08,7,싱 어게인,2026-09-02,1.7%,"7,630","1,389"
2026-08-31 02:21:08,8,옵세션,2026-09-02,1.2%,"5,434",782
2026-08-31 02:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,416","107,424"
2026-08-31 02:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,699",156
2026-08-31 02:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,408","403,092"
2026-08-31 02:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,150","179,284"
2026-08-31 02:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 02:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,748","148,331"
2026-08-31 02:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,384","5,320"
2026-08-31 02:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,332","1,094,512"
2026-08-31 02:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,213","334,897"
2026-08-31 02:21:08,18,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,159","9,961,358"
2026-08-31 02:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,034","14,259"
2026-08-31 02:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 02:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,971,"5,825,025"
2026-08-31 02:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,865,"11,718"
2026-08-31 02:21:08,23,호프,2026-07-15,0.2%,799,"4,535,079"
2026-08-31 02:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,786,"300,738"
2026-08-31 02:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,775,"93,338"
2026-08-31 03:21:08,1,오디세이,2026-08-05,65.6%,"298,818","8,864,930"
2026-08-31 03:21:08,2,암살자(들),2026-09-23,7.2%,"33,033",0
2026-08-31 03:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.8%,"21,814","8,548,401"
2026-08-31 03:21:08,4,비광,2026-09-02,4.3%,"19,658","1,795"
2026-08-31 03:21:08,5,인턴,2026-09-16,3.0%,"13,465",0
2026-08-31 03:21:08,6,경주기행,2026-08-26,2.4%,"10,783","192,362"
2026-08-31 03:21:08,7,싱 어게인,2026-09-02,1.7%,"7,655","1,389"
2026-08-31 03:21:08,8,옵세션,2026-09-02,1.2%,"5,478",782
2026-08-31 03:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,439","107,424"
2026-08-31 03:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,703",156
2026-08-31 03:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,425","403,092"
2026-08-31 03:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,157","179,284"
2026-08-31 03:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 03:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,773","148,331"
2026-08-31 03:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,389","5,320"
2026-08-31 03:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,355","1,094,512"
2026-08-31 03:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,219","334,897"
2026-08-31 03:21:08,18,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.3%,"1,148","9,961,358"
2026-08-31 03:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,037","14,259"
2026-08-31 03:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 03:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,976,"5,825,025"
2026-08-31 03:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,865,"11,718"
2026-08-31 03:21:08,23,호프,2026-07-15,0.2%,805,"4,535,079"
2026-08-31 03:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,784,"300,738"
2026-08-31 03:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,779,"93,338"
2026-08-31 04:21:08,1,오디세이,2026-08-05,65.6%,"299,050","8,864,931"
2026-08-31 04:21:08,2,암살자(들),2026-09-23,7.2%,"33,049",0
2026-08-31 04:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.8%,"21,861","8,548,401"
2026-08-31 04:21:08,4,비광,2026-09-02,4.3%,"19,661","1,795"
2026-08-31 04:21:08,5,인턴,2026-09-16,3.0%,"13,473",0
2026-08-31 04:21:08,6,경주기행,2026-08-26,2.4%,"10,807","192,362"
2026-08-31 04:21:08,7,싱 어게인,2026-09-02,1.7%,"7,657","1,389"
2026-08-31 04:21:08,8,옵세션,2026-09-02,1.2%,"5,499",782
2026-08-31 04:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,442","107,424"
2026-08-31 04:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,703",156
2026-08-31 04:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,436","403,092"
2026-08-31 04:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,159","179,284"
2026-08-31 04:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 04:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,780","148,331"
2026-08-31 04:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,392","5,320"
2026-08-31 04:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,366","1,094,512"
2026-08-31 04:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,228","334,897"
2026-08-31 04:21:08,18,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.2%,"1,133","9,961,358"
2026-08-31 04:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,039","14,259"
2026-08-31 04:21:08,20,가족여행,2026-09-30,0.2%,"1,001",93
2026-08-31 04:21:08,21,극장판 귀멸의 칼날: 무한성편,재개봉일 : 2026-08-26 2025-08-22,0.2%,979,"5,825,025"
2026-08-31 04:21:08,22,도그 스타: 마지막 희망,2026-08-26,0.2%,866,"11,718"
2026-08-31 04:21:08,23,호프,2026-07-15,0.2%,810,"4,535,079"
2026-08-31 04:21:08,24,모모와 다락방의 수상한 요괴들,재개봉일 : 2026-09-02 2012-07-05,0.2%,794,"300,738"
2026-08-31 04:21:08,25,어떻게 해야 했을까?,2026-07-29,0.2%,780,"93,338"
2026-08-31 05:21:08,1,오디세이,2026-08-05,65.5%,"298,998","8,864,944"
2026-08-31 05:21:08,2,암살자(들),2026-09-23,7.3%,"33,083",0
2026-08-31 05:21:08,3,스파이더맨: 브랜드 뉴 데이,2026-07-29,4.8%,"21,911","8,548,404"
2026-08-31 05:21:08,4,비광,2026-09-02,4.3%,"19,672","1,795"
2026-08-31 05:21:08,5,인턴,2026-09-16,3.0%,"13,487",0
2026-08-31 05:21:08,6,경주기행,2026-08-26,2.4%,"10,827","192,384"
2026-08-31 05:21:08,7,싱 어게인,2026-09-02,1.7%,"7,659","1,389"
2026-08-31 05:21:08,8,옵세션,2026-09-02,1.2%,"5,518",782
2026-08-31 05:21:08,9,오크 스트리트의 마지막 날,2026-08-26,1.0%,"4,445","107,438"
2026-08-31 05:21:08,10,인 더 그레이,2026-09-02,0.8%,"3,706",156
2026-08-31 05:21:08,11,명탐정 코난: 하이웨이의 타천사,2026-08-12,0.5%,"2,439","403,092"
2026-08-31 05:21:08,12,핵소 고지,재개봉일 : 2026-09-02 2017-02-22,0.5%,"2,171","179,284"
2026-08-31 05:21:08,13,포가튼 아일랜드,2026-09-23,0.4%,"2,006",0
2026-08-31 05:21:08,14,인시디어스: 그들이 넘어왔다,2026-08-20,0.4%,"1,781","148,331"
2026-08-31 05:21:08,15,극장판 기븐 – 바다로,2026-08-26,0.3%,"1,396","5,320"
2026-08-31 05:21:08,16,마루 밑 아리에티,재개봉일 : 2026-08-19 2010-09-09,0.3%,"1,368","1,094,512"
2026-08-31 05:21:08,17,오케이 마담2,2026-08-12,0.3%,"1,231","334,907"
2026-08-31 05:21:08,18,보헤미안 랩소디,"재개봉일 : 2020-05-21, 2026-08-12 2018-10-31",0.2%,"1,126","9,961,358"
2026-08-31 05:21:08,19,위커 맨: 파이널 컷,2026-08-19,0.2%,"1,039","14,259"
